,COUNTYFP,TRACTCE,GEOID,geometry,Estimated Pop. Under 5,Percent Under 5
1097,061,012200,36061012200,"POLYGON ((-73.971189 40.766767, -73.969365 40.769271, -73.967994 40.771147, -73.966387 40.770478, -73.964782 40.769796, -73.966607 40.767291, -73.967974 40.765413, -73.969585 40.766091, -73.971189 40.766767))",54,1.8
1098,061,015002,36061015002,"POLYGON ((-73.959469 40.782833, -73.958096 40.784718, -73.956487 40.784044, -73.954877 40.783363, -73.955793 40.78211, -73.956253 40.781482, -73.956708 40.780856, -73.957202 40.780179, -73.958814 40.780858, -73.960416 40.781532, -73.959469 40.782833))",218,4.6
1099,047,095000,36047095000,"POLYGON ((-73.919556 40.641185, -73.91893 40.640585, -73.916809 40.638682, -73.914943 40.637007, -73.913278 40.635508, -73.916224 40.633606, -73.918604 40.632096, -73.918852 40.634483, -73.919172 40.63747, -73.91929 40.638596, -73.919462 40.640239, -73.919556 40.641185))",59,2.1
1100,061,015001,36061015001,"POLYGON ((-73.960416 40.781532, -73.958814 40.780858, -73.957202 40.780179, -73.957702 40.779496, -73.958165 40.778861, -73.959774 40.779542, -73.961361 40.780241, -73.960416 40.781532))",111,5.5
1101,061,020102,36061020102,"POLYGON ((-73.958182 40.805597, -73.957266 40.806916, -73.955869 40.806336, -73.954416 40.805725, -73.955368 40.80442, -73.956321 40.803115, -73.957782 40.803728, -73.958204 40.803894, -73.958182 40.805597))",196,4.8
1102,005,015200,36005015200,"POLYGON ((-73.828584 40.828061, -73.827005 40.828835, -73.825294 40.829689, -73.823579 40.827867, -73.821676 40.826202, -73.820689 40.825305, -73.81914 40.822347, -73.822249 40.823919, -73.824638 40.824766, -73.831106 40.826819, -73.828584 40.828061))",169,6.6
1103,047,065800,36047065800,"POLYGON ((-73.93316 40.611381, -73.931345 40.609747, -73.929524 40.608117, -73.927691 40.60648, -73.929868 40.605071, -73.933513 40.608343, -73.932801 40.608805, -73.934622 40.610442, -73.93316 40.611381))",78,4.2
1104,081,047500,36081047500,"POLYGON ((-73.880354 40.737135, -73.877838 40.736586, -73.87477 40.734628, -73.873788 40.734255, -73.87048 40.733294, -73.869037 40.732849, -73.871211 40.732096, -73.874996 40.730788, -73.875237 40.730724, -73.877506 40.731607, -73.877083 40.732909, -73.879554 40.734854, -73.880659 40.735715, -73.880354 40.737135))",276,5.3
1105,081,007100,36081007100,"POLYGON ((-73.927807 40.769889, -73.9259 40.772262, -73.924783 40.771355, -73.923634 40.770428, -73.922204 40.769223, -73.921242 40.768378, -73.918998 40.770309, -73.918116 40.770029, -73.919956 40.76844, -73.918493 40.767735, -73.919778 40.766152, -73.920587 40.766521, -73.922189 40.767267, -73.923525 40.767893, -73.925076 40.768619, -73.926473 40.769271, -73.927807 40.769889))",121,3.9
1106,081,008100,36081008100,"POLYGON ((-73.935771 40.76905, -73.934246 40.771029, -73.933515 40.772012, -73.932685 40.7727, -73.930772 40.772108, -73.930126 40.772114, -73.931278 40.771516, -73.932726 40.769699, -73.933445 40.768818, -73.934935 40.767013, -73.936184 40.767692, -73.935771 40.76905))",58,5.3
1107,047,019100,36047019100,"POLYGON ((-73.969399 40.696093, -73.968406 40.696047, -73.967416 40.696028, -73.965156 40.695972, -73.964508 40.695926, -73.963624 40.696341, -73.963709 40.696588, -73.962839 40.698039, -73.961051 40.698326, -73.960621 40.69632, -73.960158 40.694117, -73.961093 40.694011, -73.963127 40.693733, -73.964054 40.693628, -73.965906 40.693433, -73.966881 40.693341, -73.967844 40.69323, -73.96881 40.693121, -73.969399 40.696093))",340,11.4
1108,005,026601,36005026601,"POLYGON ((-73.836177 40.845917, -73.836069 40.847165, -73.835801 40.849677, -73.834001 40.849561, -73.833105 40.849479, -73.831309 40.849308, -73.830542 40.849218, -73.832235 40.847022, -73.832499 40.846848, -73.836693 40.84364, -73.836177 40.845917))",153,4.6
1109,047,027700,36047027700,"POLYGON ((-73.941932 40.687963, -73.939097 40.688289, -73.936172 40.688627, -73.936027 40.687892, -73.935879 40.68716, -73.935736 40.686428, -73.93559 40.685695, -73.938515 40.685358, -73.941348 40.685031, -73.941494 40.685764, -73.94164 40.686497, -73.941785 40.687228, -73.941932 40.687963))",291,6.5
1110,081,007500,36081007500,"POLYGON ((-73.928556 40.766714, -73.926438 40.765733, -73.925061 40.765097, -73.924253 40.764725, -73.926188 40.762351, -73.926988 40.762725, -73.928425 40.763416, -73.930365 40.764491, -73.928556 40.766714))",162,3.7
1111,005,006800,36005006800,"POLYGON ((-73.873193 40.829905, -73.872755 40.830028, -73.870903 40.830563, -73.870007 40.83082, -73.86815 40.83136, -73.867762 40.829687, -73.86872 40.829558, -73.868223 40.827426, -73.870115 40.827171, -73.871037 40.827053, -73.872723 40.826819, -73.87302 40.829366, -73.873193 40.829905))",138,5.0
1112,081,053902,36081053902,"POLYGON ((-73.916748 40.711402, -73.91467 40.713437, -73.913038 40.713332, -73.910413 40.711778, -73.909963 40.711057, -73.911179 40.709868, -73.912291 40.708782, -73.915264 40.710529, -73.916748 40.711402))",24,14.1
1113,047,043400,36047043400,"POLYGON ((-73.979474 40.612666, -73.977011 40.611173, -73.976372 40.611769, -73.974391 40.61058, -73.974184 40.609463, -73.974031 40.608702, -73.975919 40.608495, -73.977774 40.608289, -73.978699 40.608188, -73.979474 40.612666))",576,14.3
1114,005,002001,36005002001,"POLYGON ((-73.870501 40.820364, -73.868576 40.820624, -73.867656 40.820751, -73.867164 40.818616, -73.866198 40.818745, -73.865705 40.816623, -73.865218 40.814529, -73.866756 40.814311, -73.868936 40.815142, -73.868653 40.816218, -73.869495 40.816102, -73.869998 40.818242, -73.870501 40.820364))",486,10.4
1115,047,028900,36047028900,"POLYGON ((-73.937195 40.693752, -73.931345 40.694422, -73.931458 40.694855, -73.931145 40.694674, -73.928507 40.693166, -73.928043 40.692904, -73.927985 40.692563, -73.930907 40.692228, -73.936758 40.691556, -73.936905 40.692288, -73.937049 40.693021, -73.937195 40.693752))",163,4.3
1116,047,067400,36047067400,"POLYGON ((-73.932195 40.623269, -73.93125 40.623321, -73.930282 40.623381, -73.929311 40.623441, -73.928478 40.615017, -73.930602 40.616922, -73.931731 40.617927, -73.931951 40.62106, -73.932195 40.623269))",114,5.8
1117,047,008500,36047008500,"POLYGON ((-74.011412 40.676319, -74.009544 40.677898, -74.008302 40.67897, -74.006298 40.677604, -74.006491 40.677194, -74.004764 40.67671, -74.003503 40.675631, -74.003194 40.676271, -74.001354 40.675791, -74.002016 40.674482, -74.002608 40.673182, -74.006005 40.674146, -74.007711 40.674625, -74.009611 40.675121, -74.011412 40.676319))",707,9.5
1118,081,140300,36081140300,"POLYGON ((-73.77417 40.749878, -73.771114 40.75072, -73.76738 40.751744, -73.765931 40.748524, -73.765142 40.74678, -73.765034 40.746567, -73.767756 40.74583, -73.768277 40.745695, -73.771638 40.744197, -73.772082 40.745518, -73.77417 40.749878))",112,4.1
1119,005,014500,36005014500,"POLYGON ((-73.91049 40.830737, -73.909621 40.832281, -73.908691 40.833938, -73.907085 40.833417, -73.905915 40.833055, -73.905029 40.83274, -73.903435 40.832216, -73.904506 40.830625, -73.905531 40.829104, -73.906571 40.829452, -73.90896 40.830226, -73.909713 40.83047, -73.91049 40.830737))",699,10.0
1120,047,050202,36047050202,"POLYGON ((-73.978039 40.654747, -73.976571 40.655311, -73.976424 40.654535, -73.974302 40.655367, -73.973555 40.655644, -73.973051 40.653913, -73.972683 40.652639, -73.976347 40.65122, -73.977333 40.653043, -73.978039 40.654747))",117,4.8
1121,061,004900,36061004900,"POLYGON ((-74.003445 40.726958, -74.003122 40.726878, -74.002149 40.728036, -74.00139 40.72766, -73.999916 40.726935, -73.99761 40.725797, -73.996772 40.725432, -73.998812 40.723021, -73.999853 40.721792, -74.002174 40.72293, -74.001127 40.724166, -74.001933 40.724552, -74.004031 40.725513, -74.003445 40.726958))",147,3.3
1122,005,028600,36005028600,"POLYGON ((-73.850499 40.850696, -73.848613 40.85108, -73.848214 40.851091, -73.846704 40.851241, -73.844362 40.851119, -73.844929 40.850144, -73.84542 40.84854, -73.84657 40.847068, -73.847885 40.845989, -73.849073 40.847062, -73.850345 40.848993, -73.851368 40.850304, -73.850499 40.850696))",32,3.3
1123,047,079201,36047079201,"POLYGON ((-73.958107 40.646518, -73.955652 40.646631, -73.95473 40.644772, -73.954665 40.644197, -73.954525 40.642887, -73.957637 40.642689, -73.957919 40.644143, -73.958022 40.64507, -73.958107 40.646518))",115,9.6
1124,081,053200,36081053200,"POLYGON ((-73.752051 40.705228, -73.750471 40.70564, -73.74925 40.702928, -73.74773 40.699553, -73.74619 40.696119, -73.748633 40.695445, -73.750193 40.698912, -73.749305 40.699142, -73.750828 40.702515, -73.752051 40.705228))",144,6.4
1125,047,118400,36047118400,"POLYGON ((-73.872739 40.68541, -73.870704 40.685918, -73.869909 40.686116, -73.869084 40.686322, -73.867018 40.68683, -73.866598 40.68527, -73.866295 40.683189, -73.868132 40.682666, -73.869808 40.682187, -73.87157 40.681686, -73.872187 40.683649, -73.872739 40.68541))",172,3.5
1126,047,105801,36047105801,"POLYGON ((-73.886282 40.652756, -73.884653 40.653451, -73.882213 40.654498, -73.881722 40.653754, -73.878436 40.649327, -73.876104 40.646215, -73.874892 40.645095, -73.876082 40.643293, -73.87729 40.643842, -73.881481 40.647601, -73.882413 40.64844, -73.884113 40.649956, -73.884806 40.650765, -73.886282 40.652756))",205,3.4
1127,081,145900,36081145900,"POLYGON ((-73.794932 40.757798, -73.79303 40.757756, -73.790315 40.757823, -73.789428 40.757848, -73.789218 40.755716, -73.789002 40.753609, -73.788887 40.752034, -73.788671 40.75139, -73.792168 40.750475, -73.794719 40.750648, -73.794577 40.753563, -73.794747 40.755628, -73.794932 40.757798))",120,4.2
1128,047,006300,36047006300,"POLYGON ((-74.003346 40.67963, -74.001957 40.682593, -74.001609 40.683235, -74.001281 40.683909, -74.000642 40.685247, -73.999081 40.684816, -73.999725 40.683473, -74.000048 40.682803, -74.000371 40.682133, -74.000693 40.681463, -74.001122 40.680569, -74.001516 40.679753, -74.001905 40.678935, -74.002255 40.678205, -74.003018 40.679148, -74.003346 40.67963))",183,8.0
1129,047,032800,36047032800,"POLYGON ((-74.003223 40.576887, -74.001105 40.577121, -74.000034 40.577245, -73.998992 40.577383, -73.995809 40.577759, -73.992638 40.578118, -73.992195 40.575808, -73.99538 40.575451, -73.997497 40.575218, -73.998556 40.575101, -74.000675 40.574868, -74.002796 40.574637, -74.003093 40.576196, -74.003223 40.576887))",183,6.4
1130,061,014402,36061014402,"POLYGON ((-73.948422 40.778182, -73.947968 40.778807, -73.945711 40.77786, -73.943379 40.776868, -73.942685 40.777498, -73.942235 40.777567, -73.941937 40.776031, -73.942358 40.775805, -73.942491 40.775487, -73.94261143423203 40.77520959530823, -73.944337 40.773108, -73.944466 40.773065, -73.945728 40.773622, -73.945267 40.774252, -73.944765 40.774936, -73.947122 40.775929, -73.949374 40.776876, -73.94888 40.777553, -73.948422 40.778182))",152,2.2
1131,081,080302,36081080302,"POLYGON ((-73.835925 40.743501, -73.830311 40.742972, -73.826663 40.742576, -73.825383 40.742295, -73.81951 40.74036, -73.815922 40.739184, -73.815057 40.738987, -73.814968 40.73855, -73.816933 40.73839, -73.824868 40.739863, -73.824812 40.739631, -73.828053 40.738556, -73.830536 40.73752, -73.83122 40.740953, -73.831131 40.742338, -73.835861 40.743228, -73.835925 40.743501))",119,3.3
1132,085,018901,36085018901,"POLYGON ((-74.149969 40.60954, -74.146969 40.610151, -74.146035 40.617013, -74.145124 40.616966, -74.142337 40.616608, -74.139822 40.6163, -74.138974 40.616192, -74.136216 40.615787, -74.134185 40.615363, -74.130736 40.612797, -74.130719 40.612558, -74.132304 40.612438, -74.132123 40.608275, -74.1364 40.608023, -74.140901 40.607787, -74.143992 40.607741, -74.147209 40.608259, -74.148381 40.608649, -74.149969 40.60954))",233,4.5
1133,061,021400,36061021400,"POLYGON ((-73.938539 40.817282, -73.938087 40.8179, -73.937641 40.818517, -73.936721 40.81977, -73.936227 40.820438, -73.934475 40.819697, -73.934128 40.817734, -73.935756 40.815326, -73.937253 40.815945, -73.938991 40.816663, -73.938539 40.817282))",131,4.3
1134,081,145102,36081145102,"POLYGON ((-73.782481 40.755997, -73.777417 40.757362, -73.777667 40.758148, -73.777403 40.758214, -73.776332 40.75464, -73.775878 40.753261, -73.774336 40.74983, -73.778312 40.748745, -73.779806 40.751895, -73.780532 40.753329, -73.782125 40.755339, -73.782481 40.755997))",58,2.1
1135,047,027200,36047027200,"POLYGON ((-73.996922 40.609335, -73.994719 40.608005, -73.994137 40.608564, -73.993557 40.609123, -73.992975 40.609683, -73.992394 40.610241, -73.990193 40.608911, -73.987965 40.607566, -73.988423 40.607119, -73.988551 40.607002, -73.990775 40.608352, -73.991358 40.607794, -73.991941 40.607236, -73.993104 40.606116, -73.995303 40.607445, -73.997503 40.608775, -73.996922 40.609335))",212,5.6
1136,081,060000,36081060000,"POLYGON ((-73.734877 40.697411, -73.729646 40.695836, -73.730523 40.694148, -73.732297 40.692683, -73.736642 40.694044, -73.734877 40.697411))",15,1.3
1137,081,055700,36081055700,"POLYGON ((-73.90249 40.700484, -73.901327 40.700492, -73.9002 40.700501, -73.899116 40.700511, -73.898369 40.700518, -73.896721 40.700617, -73.896271 40.700653, -73.896096 40.700667, -73.894388 40.700784, -73.89384 40.70086, -73.894202 40.700507, -73.89578 40.698511, -73.895585 40.697128, -73.896772 40.696799, -73.898382 40.696136, -73.898886 40.69539, -73.900503 40.696739, -73.901219 40.697171, -73.900102 40.698319, -73.900813 40.698742, -73.902953 40.700005, -73.90249 40.700484))",159,3.7
1138,081,009400,36081009400,"POLYGON ((-73.839529 40.681263, -73.837797 40.681671, -73.836975 40.681988, -73.838078 40.684239, -73.835951 40.684844, -73.835056 40.683015, -73.835369 40.682843, -73.834545 40.681176, -73.833325 40.678657, -73.834185 40.678874, -73.83565 40.679273, -73.836781 40.679571, -73.83883 40.679862, -73.839521 40.679962, -73.839922 40.681187, -73.839529 40.681263))",369,11.5
1139,005,040702,36005040702,"POLYGON ((-73.890422 40.870491, -73.888673 40.871497, -73.887851 40.872121, -73.886916 40.871344, -73.886229 40.870778, -73.885517 40.870185, -73.884965 40.869538, -73.884709 40.868705, -73.884239 40.868006, -73.883625 40.867258, -73.884429 40.866801, -73.88514 40.866383, -73.885937 40.865924, -73.886461 40.866634, -73.886907 40.867228, -73.888314 40.868547, -73.889128 40.869063, -73.889892 40.869522, -73.890976 40.870159, -73.890422 40.870491))",472,6.6
1140,047,017200,36047017200,"POLYGON ((-74.014695 40.606424, -74.011278 40.609706, -74.008304 40.612568, -74.006014 40.611325, -74.009078 40.608378, -74.010823 40.606701, -74.01237 40.605214, -74.014695 40.606424))",127,3.9
1141,047,035702,36047035702,"POLYGON ((-73.928598 40.66597, -73.928525 40.666866, -73.92835 40.668647, -73.925598 40.668496, -73.925539 40.668493, -73.924772 40.667487, -73.924389 40.666385, -73.92638 40.665515, -73.928228 40.66471, -73.928544 40.664574, -73.928683 40.665086, -73.928598 40.66597))",0,
1142,047,024000,36047024000,"POLYGON ((-73.997359 40.629986, -73.995617 40.631667, -73.99546 40.631575, -73.993413 40.630336, -73.991212 40.629006, -73.989009 40.627676, -73.990175 40.626557, -73.990756 40.625998, -73.996115 40.629232, -73.997359 40.629986))",988,16.5
1143,061,008000,36061008000,"POLYGON ((-73.980404 40.748366, -73.979954 40.748985, -73.978607 40.750842, -73.977677 40.752119, -73.976048 40.751441, -73.974449 40.750766, -73.975835 40.748863, -73.976288 40.748245, -73.977188 40.74701, -73.977636 40.746392, -73.979238 40.747068, -73.980853 40.747751, -73.980404 40.748366))",218,4.1
1144,005,033802,36005033802,"POLYGON ((-73.867159 40.871442, -73.865209 40.871407, -73.864266 40.871389, -73.864326 40.869656, -73.866205 40.869694, -73.867222 40.869695, -73.867159 40.871442))",151,8.8
1145,047,041900,36047041900,"POLYGON ((-73.924249 40.694429, -73.922271 40.696443, -73.920824 40.697918, -73.920074 40.69749, -73.919321 40.697061, -73.917818 40.696208, -73.919271 40.694731, -73.921154 40.692796, -73.922748 40.693573, -73.923498 40.694001, -73.924249 40.694429))",112,2.9
1146,005,042800,36005042800,"POLYGON ((-73.848629 40.895914, -73.846875 40.8963, -73.845105 40.89669, -73.844165 40.896896, -73.842788 40.893094, -73.843655 40.892906, -73.845426 40.892516, -73.847181 40.892128, -73.848063 40.894437, -73.848629 40.895914))",117,5.6
1147,081,000102,36081000102,"POLYGON ((-73.957732 40.747775, -73.957584 40.747948, -73.956842 40.748828, -73.954804 40.748046, -73.95505 40.747334, -73.955514 40.745945, -73.955741 40.745251, -73.955992 40.744495, -73.959725 40.745261, -73.958216 40.747212, -73.957732 40.747775))",779,14.6
1148,061,001502,36061001502,"MULTIPOLYGON (((-73.995138 40.70298, -73.996698 40.700877, -73.998137 40.701525, -73.996173 40.703364, -73.995138 40.70298)), ((-74.009063 40.710887, -74.007745 40.710221, -74.005512 40.709093, -74.004817 40.70839, -74.004328 40.707824, -74.004057 40.707437, -74.003137 40.706248, -74.002409 40.705471, -74.002555 40.705532, -74.002684 40.705438, -74.002361 40.70515, -74.002396 40.705111, -74.001968 40.704726, -74.002166 40.704594, -74.003299 40.705614, -74.003812 40.705306, -74.002629 40.704216, -74.002859 40.704068, -74.00403 40.705131, -74.004338 40.704965, -74.004749 40.705232, -74.006781 40.706724, -74.007459 40.707219, -74.008269 40.707722, -74.009371 40.708614, -74.010542 40.709154, -74.009063 40.710887)), ((-74.0037768093859 40.7035543395964, -74.00377680938595 40.70355433959653, -74.00377680938587 40.70355433959639, -74.0037768093859 40.7035543395964)))",279,3.4
1149,047,065200,36047065200,"POLYGON ((-73.933205 40.61697, -73.932487 40.617432, -73.931731 40.617927, -73.930602 40.616922, -73.928478 40.615017, -73.926295 40.613193, -73.92617 40.61306, -73.927033 40.612536, -73.92846 40.611613, -73.93028 40.613245, -73.933917 40.616508, -73.933205 40.61697))",31,2.6
1150,081,048900,36081048900,"POLYGON ((-73.896016 40.735239, -73.895956 40.736925, -73.89593 40.737639, -73.895872 40.739066, -73.895838 40.740453, -73.894685 40.740233, -73.892208 40.739756, -73.890254 40.739391, -73.889669 40.739302, -73.887694 40.738905, -73.887253 40.738836, -73.887535 40.736763, -73.888802 40.736531, -73.889383 40.736422, -73.891369 40.736061, -73.891379 40.735918, -73.889016 40.735231, -73.888566 40.734592, -73.891139 40.734513, -73.891385 40.734505, -73.89175 40.734485, -73.892326 40.73447, -73.893235 40.734561, -73.895101 40.735021, -73.896029 40.735018, -73.896016 40.735239))",93,5.8
1151,081,140902,36081140902,"POLYGON ((-73.789005 40.745749, -73.786354 40.746537, -73.783674 40.747274, -73.7828 40.747507, -73.778312 40.748745, -73.775943 40.743819, -73.775759 40.743367, -73.780409 40.742631, -73.783132 40.7419, -73.786713 40.740911, -73.786817 40.741125, -73.785899 40.741379, -73.787183 40.744073, -73.788411 40.744454, -73.789005 40.745749))",107,4.0
1152,081,055400,36081055400,"POLYGON ((-73.742421 40.729919, -73.739049 40.729165, -73.738402 40.729012, -73.737155 40.728732, -73.735455 40.728346, -73.735156 40.727312, -73.738567 40.726358, -73.740045 40.725452, -73.740312 40.725705, -73.741491 40.726812, -73.742225 40.726366, -73.744588 40.728586, -73.742421 40.729919))",208,7.5
1153,081,010500,36081010500,"POLYGON ((-73.916565 40.784493, -73.915236 40.786041, -73.913807 40.785026, -73.912428 40.784053, -73.910043 40.78237, -73.908671 40.781401, -73.910835 40.779635, -73.912211 40.780606, -73.913588 40.781578, -73.914595 40.782283, -73.915734 40.783088, -73.915974 40.783262, -73.917107 40.784057, -73.916565 40.784493))",325,6.4
1154,081,054000,36081054000,"POLYGON ((-73.749345 40.715145, -73.747017 40.715608, -73.74654 40.715763, -73.745646 40.715956, -73.743948 40.715675, -73.741073 40.714852, -73.735856 40.713305, -73.735539 40.71186, -73.736455 40.712042, -73.740847 40.710632, -73.742141 40.710248, -73.743345 40.709986, -73.744858 40.70967, -73.746818 40.709132, -73.747778 40.711437, -73.749345 40.715145))",171,4.1
1155,005,007400,36005007400,"POLYGON ((-73.855136 40.822436, -73.852078 40.822847, -73.851751 40.821441, -73.85158 40.820711, -73.85108 40.818618, -73.850599 40.816498, -73.851629 40.816354, -73.85362 40.816088, -73.854142 40.818238, -73.854637 40.8203, -73.854808 40.821029, -73.855136 40.822436))",70,2.3
1156,047,061004,36047061004,"POLYGON ((-73.959663 40.578366, -73.956536 40.582659, -73.956041 40.582736, -73.954143 40.583105, -73.954032 40.582517, -73.953342 40.579267, -73.952874 40.576882, -73.954041 40.577457, -73.954833 40.577393, -73.956053 40.577766, -73.956648 40.577947, -73.95781 40.578269, -73.959633 40.577993, -73.959663 40.578366))",427,6.9
1157,047,042900,36047042900,"POLYGON ((-73.926838 40.701334, -73.923834 40.704398, -73.923083 40.703975, -73.922331 40.703543, -73.92158 40.703115, -73.920827 40.702686, -73.920075 40.702259, -73.923082 40.6992, -73.923833 40.699628, -73.924582 40.700056, -73.925329 40.700481, -73.926838 40.701334))",256,4.6
1158,081,076901,36081076901,"POLYGON ((-73.841016 40.717643, -73.840558 40.718369, -73.839812 40.719602, -73.83792 40.71875, -73.837015 40.718331, -73.834962 40.717172, -73.836727 40.71574, -73.835517 40.714651, -73.833763 40.71313, -73.833634 40.712989, -73.834234 40.712658, -73.835014 40.712221, -73.834926 40.712474, -73.838722 40.715799, -73.841165 40.717414, -73.841016 40.717643))",320,6.8
1159,005,012101,36005012101,"POLYGON ((-73.890873 40.830136, -73.889912 40.830124, -73.888054 40.829503, -73.887613 40.829337, -73.88605 40.828085, -73.886092 40.827695, -73.887895 40.826743, -73.88885 40.826768, -73.890905 40.826788, -73.890873 40.830136))",219,6.7
1160,081,010600,36081010600,"POLYGON ((-73.828511 40.689239, -73.825988 40.689946, -73.825011 40.687952, -73.824173 40.686234, -73.823261 40.684382, -73.821357 40.680497, -73.822219 40.680251, -73.823901 40.68176, -73.824953 40.683902, -73.825937 40.685937, -73.826702 40.687473, -73.82753 40.687239, -73.828511 40.689239))",223,5.9
1161,081,029300,36081029300,"POLYGON ((-73.902472 40.753763, -73.898738 40.754154, -73.897857 40.752808, -73.897683 40.7524, -73.897397 40.750804, -73.897309 40.750459, -73.896359 40.74877, -73.897577 40.7493, -73.898391 40.749643, -73.901063 40.750783, -73.900871 40.752062, -73.902158 40.751932, -73.902472 40.753763))",179,14.5
1162,081,030600,36081030600,"POLYGON ((-73.80166 40.666756, -73.799083 40.666546, -73.797111 40.666946, -73.793934 40.667001, -73.79323 40.667074, -73.792174 40.66704, -73.78941 40.666841, -73.78062 40.667526, -73.776164 40.667867, -73.773425 40.668028, -73.771545 40.667963, -73.766754 40.667433, -73.768305 40.664468, -73.768591 40.664018, -73.770957 40.661198, -73.771448 40.660635, -73.77383 40.659651, -73.780791 40.662332, -73.785053 40.663443, -73.79509 40.66489, -73.802162 40.66525, -73.80166 40.666756))",306,6.2
1163,005,009600,36005009600,"MULTIPOLYGON (((-73.847316 40.836264, -73.844581 40.838536, -73.843611 40.839348, -73.842041 40.840646, -73.841247 40.840621, -73.839364 40.840878, -73.839604 40.838275, -73.839323 40.835768, -73.839332 40.833554, -73.842279 40.831267, -73.842416 40.831207, -73.842548 40.831056, -73.842671 40.830857, -73.84268 40.830744, -73.842787 40.830566, -73.842623 40.830499, -73.842746 40.830206, -73.842906 40.830266, -73.843123 40.830001, -73.842977 40.829895, -73.843086 40.829703, -73.843102 40.829488, -73.843089 40.829318, -73.843034 40.828935, -73.842913 40.828841, -73.842839 40.828722, -73.842812 40.828637, -73.843917 40.828447, -73.845255 40.828463, -73.847261 40.829313, -73.847318 40.829533, -73.847812 40.831622, -73.847979 40.832339, -73.848147 40.83306, -73.848486 40.834525, -73.849559 40.834409, -73.847316 40.836264)), ((-73.84231129306019 40.82906376086956, -73.842311 40.829079, -73.842368 40.829431, -73.842331 40.829941, -73.842189 40.83031, -73.842028 40.830508, -73.84231129306019 40.82906376086956)), ((-73.842385 40.828688, -73.842387 40.82879, -73.84236445295531 40.8287927496396, -73.842385 40.828688)))",144,5.2
1164,047,059800,36047059800,"POLYGON ((-73.939796 40.589565, -73.938837 40.589671, -73.936985 40.589871, -73.935091 40.590077, -73.934668 40.587827, -73.932522 40.588061, -73.932109 40.586286, -73.934448 40.586652, -73.937247 40.586311, -73.939139 40.585983, -73.939369 40.58731, -73.939796 40.589565))",337,9.1
1165,061,015101,36061015101,"POLYGON ((-73.988626 40.774116, -73.988177 40.774735, -73.987711 40.775373, -73.987241 40.776017, -73.984412 40.774808, -73.984879 40.774155, -73.985332 40.773531, -73.985792 40.772904, -73.986238 40.772299, -73.986695 40.771668, -73.98954 40.772866, -73.988626 40.774116))",286,7.6
1166,061,009903,36061009903,"POLYGON ((-74.000067 40.758403, -73.997233 40.757209, -73.997306 40.75711, -73.998208 40.755869, -73.999143 40.754585, -73.999633 40.753918, -74.000975 40.752055, -74.006646 40.754451, -74.007205 40.754682, -74.006304 40.755936, -74.006145 40.756189, -74.004957 40.757872, -74.005304 40.758126, -74.005131 40.758364, -74.007203 40.75927, -74.006685 40.759917, -74.004743 40.759033, -74.004376 40.759486, -74.004074 40.759378, -74.003991 40.759451, -74.003902 40.759529, -74.004376 40.759745, -74.004204 40.759939, -74.003772 40.759745, -74.003826 40.760133, -74.002843 40.759686, -74.000067 40.758403))",22,3.0
1167,081,085300,36081085300,"POLYGON ((-73.83014 40.75957, -73.826541 40.760464, -73.826211 40.759828, -73.825185 40.757649, -73.82709 40.757143, -73.825781 40.756354, -73.824718 40.755488, -73.827144 40.75451, -73.827825 40.754251, -73.829867 40.753495, -73.830138 40.753915, -73.829961 40.754768, -73.82828 40.755392, -73.829134 40.757523, -73.829469 40.758194, -73.829623 40.758515, -73.82974 40.758749, -73.83014 40.75957))",456,7.9
1168,061,008602,36061008602,"MULTIPOLYGON (((-73.959725 40.745261, -73.959193 40.746035, -73.959124 40.746119, -73.958711 40.746635, -73.958327 40.747081, -73.958216 40.747212, -73.959725 40.745261)), ((-73.968908 40.750112, -73.968427 40.750764, -73.967974 40.751366, -73.967261 40.75264, -73.967227 40.752688, -73.965055 40.751813, -73.964862 40.752011, -73.964715 40.751717, -73.967697 40.747866, -73.967977 40.748005, -73.969987 40.748869, -73.96932 40.749517, -73.968908 40.750112)))",0,
1169,081,001200,36081001200,"POLYGON ((-73.863687 40.695691, -73.862452 40.695996, -73.860164 40.696385, -73.858331 40.696744, -73.858047 40.695473, -73.85732 40.692623, -73.859097 40.692519, -73.860896 40.692318, -73.862148 40.69215, -73.862443 40.692104, -73.863312 40.691962, -73.864557 40.69552, -73.863687 40.695691))",147,3.9
1170,081,002200,36081002200,"POLYGON ((-73.852664 40.697572, -73.851838 40.697682, -73.849478 40.698196, -73.848941 40.697557, -73.847733 40.694775, -73.849132 40.694506, -73.849562 40.694422, -73.851048 40.694067, -73.852165 40.693661, -73.852568 40.694782, -73.85283 40.69614, -73.852664 40.697572))",131,5.1
1171,047,006600,36047006600,"POLYGON ((-74.030473 40.632099, -74.029913 40.633474, -74.029633 40.634153, -74.026951 40.633516, -74.026039 40.633303, -74.024238 40.632859, -74.02452 40.632167, -74.025071 40.630814, -74.025361 40.630109, -74.030764 40.631392, -74.030473 40.632099))",216,5.5
1172,005,018101,36005018101,"POLYGON ((-73.917446 40.83113, -73.916752 40.832322, -73.915857 40.833839, -73.91497 40.833588, -73.914079 40.833286, -73.915008 40.831723, -73.915699 40.830536, -73.91641 40.82929, -73.917285 40.829655, -73.91811 40.830005, -73.917446 40.83113))",434,12.4
