,COUNTYFP,TRACTCE,GEOID,geometry,Estimated Pop. Under 5,Percent Under 5
658,047,115800,36047115800,"POLYGON ((-73.894556 40.67077, -73.892711 40.671046, -73.890878 40.671318, -73.890558 40.67006, -73.890165 40.668524, -73.88977 40.66699, -73.890694 40.666852, -73.892526 40.666581, -73.893446 40.666446, -73.893839 40.66798, -73.894231 40.669519, -73.894556 40.67077))",356,11.8
659,047,152200,36047152200,"POLYGON ((-73.970841 40.646378, -73.968428 40.647335, -73.967546 40.647683, -73.966665 40.648029, -73.964903 40.648721, -73.964535 40.646819, -73.965468 40.64672, -73.965012 40.644302, -73.964087 40.644407, -73.963557 40.64161, -73.96443 40.641214, -73.966174 40.640431, -73.967044 40.64004, -73.967917 40.63965, -73.968791 40.639256, -73.969399 40.641383, -73.969484 40.64169, -73.970089 40.643746, -73.970546 40.645317, -73.970841 40.646378))",330,9.2
660,061,016400,36061016400,"POLYGON ((-73.947461 40.787753, -73.947002 40.788383, -73.946555 40.788996, -73.946086 40.789637, -73.945636 40.790254, -73.943396 40.789309, -73.941019 40.788319, -73.941937 40.787065, -73.943319 40.785174, -73.945696 40.786173, -73.947924 40.787121, -73.947461 40.787753))",502,6.2
661,005,017901,36005017901,"POLYGON ((-73.917706 40.83451, -73.916467 40.835778, -73.915871 40.836393, -73.914817 40.83599, -73.913793 40.8356, -73.9129 40.835297, -73.913844 40.833694, -73.914079 40.833286, -73.91497 40.833588, -73.915857 40.833839, -73.916662 40.834127, -73.917706 40.83451))",287,6.0
662,081,061601,36081061601,"POLYGON ((-73.735132 40.683557, -73.73396 40.685639, -73.727183 40.683597, -73.728102 40.681766, -73.729506 40.680056, -73.730473 40.679348, -73.731874 40.677569, -73.734992 40.678506, -73.734033 40.680365, -73.73377 40.68103, -73.735822 40.682255, -73.735132 40.683557))",86,3.1
663,005,005200,36005005200,"POLYGON ((-73.884531 40.825647, -73.883832 40.828271, -73.881981 40.828356, -73.881046 40.828432, -73.880427 40.82578, -73.87993 40.823641, -73.884411 40.82297, -73.884531 40.825647))",100,5.5
664,047,020600,36047020600,"POLYGON ((-74.018879 40.624303, -74.017976 40.624788, -74.016487 40.625775, -74.013572 40.627728, -74.011665 40.626574, -74.012245 40.626016, -74.013409 40.624896, -74.014033 40.624294, -74.016406 40.622014, -74.019075 40.623615, -74.018879 40.624303))",234,8.7
665,005,040800,36005040800,"POLYGON ((-73.863863 40.88975, -73.862652 40.891822, -73.861788 40.89155, -73.85991 40.890948, -73.858908 40.890632, -73.859684 40.889223, -73.860081 40.888511, -73.860452 40.887804, -73.863336 40.88872, -73.863728 40.888017, -73.8646 40.8883, -73.863863 40.88975))",401,8.0
666,047,035301,36047035301,"POLYGON ((-73.936569 40.670041, -73.93649 40.670886, -73.936406 40.671774, -73.933635 40.671626, -73.933798 40.669891, -73.933888 40.66895, -73.936657 40.669101, -73.936569 40.670041))",104,3.8
667,047,081800,36047081800,"POLYGON ((-73.950066 40.655423, -73.947159 40.655594, -73.947032 40.654339, -73.946066 40.65441, -73.945905 40.652855, -73.945706 40.651006, -73.946674 40.650948, -73.947656 40.650899, -73.948591 40.650855, -73.949571 40.650807, -73.949669 40.651698, -73.949769 40.652642, -73.94993 40.65415, -73.950066 40.655423))",95,2.2
668,081,065702,36081065702,"POLYGON ((-73.88722 40.713982, -73.884208 40.71395, -73.882345 40.714145, -73.880563 40.714321, -73.880207 40.715244, -73.878292 40.712831, -73.880063 40.712653, -73.885076 40.712161, -73.886879 40.712223, -73.88722 40.713982))",17,1.2
669,085,009701,36085009701,"POLYGON ((-74.1205682595572 40.6421623508271, -74.120186 40.642201, -74.1122940894142 40.643699715995, -74.1106905509337 40.6440042365219, -74.1074218086494 40.64462498815, -74.106547 40.644242, -74.105422 40.638899, -74.107337 40.63854, -74.109542 40.637987, -74.111748 40.637643, -74.112794 40.637531, -74.115191 40.638347, -74.117657 40.638062, -74.118067 40.641298, -74.120659 40.641196, -74.12087546469525 40.641864018039634, -74.12056825955723 40.6421623508271, -74.1205682595572 40.6421623508271))",374,8.7
670,061,002202,36061002202,"POLYGON ((-73.982964 40.722671, -73.980607 40.721678, -73.978231 40.720674, -73.978753 40.719934, -73.979735 40.720235, -73.981308 40.720709, -73.982167 40.720969, -73.983824 40.721473, -73.982964 40.722671))",53,2.2
671,047,078000,36047078000,"POLYGON ((-73.941283 40.636687, -73.937512 40.636921, -73.937267 40.634651, -73.937013 40.632304, -73.937593 40.632268, -73.940788 40.632076, -73.941039 40.634417, -73.941283 40.636687))",76,3.1
672,005,017902,36005017902,"POLYGON ((-73.915328 40.836954, -73.91478 40.837517, -73.914238 40.838109, -73.913755 40.838743, -73.912708 40.83836, -73.91139 40.837866, -73.9129 40.835297, -73.913793 40.8356, -73.914817 40.83599, -73.915871 40.836393, -73.915328 40.836954))",314,7.6
673,047,027300,36047027300,"POLYGON ((-73.940769 40.6821, -73.935008 40.682764, -73.934862 40.682031, -73.934715 40.681298, -73.934571 40.680565, -73.934351 40.679564, -73.938436 40.679786, -73.940328 40.67989, -73.940477 40.680635, -73.94062 40.68137, -73.940769 40.6821))",182,4.7
674,061,012101,36061012101,"POLYGON ((-73.99214 40.759103, -73.991685 40.759729, -73.99123 40.760354, -73.990764 40.760988, -73.987927 40.759791, -73.988842 40.758533, -73.989297 40.757907, -73.989791 40.757234, -73.992633 40.75843, -73.99214 40.759103))",24,0.8
675,081,121100,36081121100,"POLYGON ((-73.813758 40.745746, -73.814162 40.746139, -73.811618 40.747665, -73.807506 40.750137, -73.80447 40.749899, -73.802878 40.749783, -73.803036 40.74718, -73.803352 40.746432, -73.794676 40.747212, -73.794453 40.745203, -73.794535 40.744508, -73.795431 40.743264, -73.796951 40.741933, -73.799384 40.742221, -73.805413 40.742105, -73.807298 40.741994, -73.808238 40.742011, -73.814309 40.742974, -73.813758 40.745746))",0,
676,081,084601,36081084601,"POLYGON ((-73.826953 40.669718, -73.824216 40.669227, -73.82148 40.668733, -73.820497 40.668554, -73.816846 40.6679, -73.813198 40.667253, -73.814295 40.666805, -73.816614 40.665944, -73.819526 40.66549, -73.822278 40.66612, -73.828079 40.66609, -73.826953 40.669718))",108,3.5
677,047,049100,36047049100,"POLYGON ((-73.949836 40.705229, -73.947981 40.705442, -73.946265 40.705604, -73.944567 40.705021, -73.94285 40.705182, -73.942734 40.704473, -73.94103 40.704637, -73.940726 40.702901, -73.94042 40.701077, -73.941931 40.700725, -73.942201 40.700891, -73.944005 40.701962, -73.94545 40.70276, -73.945855 40.702987, -73.947052 40.703664, -73.947853 40.704111, -73.949254 40.704896, -73.949836 40.705229))",260,3.7
678,085,027705,36085027705,"POLYGON ((-74.161265 40.588077, -74.159194 40.590152, -74.156366 40.593197, -74.15097 40.590176, -74.153895 40.58715, -74.155931 40.585087, -74.157666 40.583375, -74.160334 40.584795, -74.16299 40.5863, -74.161265 40.588077))",288,4.5
679,061,013601,36061013601,"MULTIPOLYGON (((-73.94032451152732 40.77289187035681, -73.94029 40.772929, -73.940243 40.772943, -73.94019 40.772955, -73.94032451152732 40.77289187035681)), ((-73.947584 40.77108, -73.947119 40.771712, -73.946656 40.772351, -73.946195 40.772985, -73.945728 40.773622, -73.944466 40.773065, -73.944337 40.773108, -73.944951 40.772466, -73.945315 40.772171, -73.94561 40.771943, -73.946293 40.771366, -73.946871 40.770767, -73.947502 40.770121, -73.947615 40.77017, -73.948073 40.770394, -73.947584 40.77108)), ((-73.945138 40.769107, -73.94507 40.769272, -73.94484 40.769597, -73.944658 40.769846, -73.945138 40.769107)))",0,0.0
680,047,005400,36047005400,"POLYGON ((-74.0405657471588 40.6170530913903, -74.039183 40.617856, -74.036895 40.618663, -74.03599 40.618596, -74.033313 40.617945, -74.030485 40.616518, -74.031515 40.61533, -74.033866 40.616594, -74.035925 40.617055, -74.035682 40.616671, -74.037975 40.615859, -74.038364 40.616513, -74.0402472075319 40.6157083845955, -74.0405657471588 40.6170530913903))",192,5.7
681,047,049302,36047049302,"POLYGON ((-73.94344 40.708781, -73.940076 40.709102, -73.939958 40.70839, -73.938864 40.708495, -73.938705 40.707015, -73.939432 40.705256, -73.939313 40.704815, -73.94103 40.704637, -73.942734 40.704473, -73.94285 40.705182, -73.943202 40.707335, -73.94344 40.708781))",240,4.6
682,085,024700,36085024700,"POLYGON ((-74.14691 40.631156, -74.143756 40.630554, -74.14255 40.630327, -74.140602 40.629658, -74.139506 40.630571, -74.136742 40.628662, -74.138059 40.627069, -74.13581 40.625064, -74.137227 40.624296, -74.138266 40.624248, -74.144025 40.624992, -74.145767 40.624958, -74.146145 40.62493, -74.14559 40.626608, -74.145936 40.627824, -74.147536 40.629371, -74.14691 40.631156))",268,9.3
683,005,029600,36005029600,"POLYGON ((-73.856638 40.858119, -73.855907 40.858168, -73.853109 40.85841, -73.850282 40.858657, -73.849309 40.858718, -73.847397 40.858683, -73.843295 40.85829, -73.840972 40.857949, -73.836819 40.857277, -73.836928 40.857193, -73.835246 40.856494, -73.839629 40.85475, -73.84139 40.853112, -73.84494 40.84821, -73.844929 40.850144, -73.844362 40.851119, -73.846704 40.851241, -73.848214 40.851091, -73.848003 40.854291, -73.848288 40.854731, -73.850096 40.856347, -73.849359 40.857497, -73.854697 40.857065, -73.856097 40.856941, -73.856638 40.858119))",83,4.3
684,081,065600,36081065600,"POLYGON ((-73.737079 40.660982, -73.735157 40.662361, -73.736177 40.663491, -73.732965 40.665356, -73.729849 40.665348, -73.729807 40.666432, -73.728272 40.66644, -73.727954 40.665344, -73.727763 40.663985, -73.727814 40.663224, -73.727592 40.661094, -73.726444 40.659162, -73.724787 40.654001, -73.724874 40.653447, -73.726364 40.654162, -73.7269 40.652091, -73.729767 40.652165, -73.729705 40.65359, -73.729633 40.655011, -73.729604 40.65569, -73.728387 40.657411, -73.730466 40.659819, -73.732996 40.662657, -73.734645 40.661795, -73.736266 40.660626, -73.737079 40.660982))",65,1.4
685,081,066302,36081066302,"POLYGON ((-73.885473 40.719384, -73.885159 40.72048, -73.882888 40.721319, -73.881307 40.721416, -73.876464 40.721594, -73.874161 40.722192, -73.873589 40.720479, -73.879167 40.719431, -73.881025 40.719013, -73.884229 40.717524, -73.885318 40.718909, -73.885473 40.719384))",0,
686,047,048100,36047048100,"POLYGON ((-73.942066 40.714729, -73.941218 40.714707, -73.938696 40.715323, -73.935613 40.715191, -73.934959 40.713722, -73.934802 40.713373, -73.940688 40.711962, -73.941041 40.712666, -73.941713 40.714007, -73.942066 40.714729))",170,5.6
687,081,059600,36081059600,"POLYGON ((-73.740136 40.695139, -73.737489 40.700214, -73.735743 40.699688, -73.73397 40.699151, -73.734877 40.697411, -73.736642 40.694044, -73.737517 40.694318, -73.738401 40.694596, -73.740136 40.695139))",59,3.9
688,081,059800,36081059800,"POLYGON ((-73.742327 40.699526, -73.741395 40.70133, -73.739227 40.700743, -73.737489 40.700214, -73.740136 40.695139, -73.741865 40.695684, -73.743593 40.696215, -73.742327 40.699526))",269,14.3
689,081,021900,36081021900,"POLYGON ((-73.918364 40.725931, -73.918013 40.728238, -73.917967 40.728501, -73.915072 40.727971, -73.912053 40.728469, -73.911772 40.729849, -73.911731 40.729964, -73.910125 40.729323, -73.90707 40.727466, -73.90741 40.727209, -73.911345 40.724182, -73.912563 40.723239, -73.913845 40.722898, -73.912984 40.721601, -73.911321 40.719624, -73.912321 40.719348, -73.915167 40.718555, -73.921538 40.716795, -73.92232240652407 40.7165830163102, -73.922328 40.716597, -73.922415 40.716803, -73.922484 40.716952, -73.922526 40.717031, -73.922598 40.717166, -73.92266 40.717282, -73.922789 40.717525, -73.923058 40.717762, -73.923239 40.717926, -73.923426 40.718097, -73.923481 40.718124, -73.923441 40.718148, -73.923477 40.718205, -73.92356 40.718332, -73.923586 40.718431, -73.923613 40.718523, -73.923643 40.718593, -73.923699 40.718664, -73.923755 40.718781, -73.923807 40.718831, -73.923867 40.718925, -73.923921 40.718991, -73.923951 40.719111, -73.923964 40.719175, -73.923976 40.719325, -73.923975 40.719393, -73.923974 40.719508, -73.923972 40.719534, -73.923973 40.719591, -73.923969 40.719672, -73.923967 40.719699, -73.923961 40.719764, -73.923957 40.719807, -73.923931 40.719848, -73.923895 40.719866, -73.923854 40.719888, -73.923846 40.719916, -73.923878 40.719966, -73.923866 40.720031, -73.923848 40.720083, -73.923837 40.720132, -73.923817 40.720178, -73.92386 40.720218, -73.923883 40.720249, -73.923927 40.720327, -73.923981 40.720444, -73.924007 40.720518, -73.924051 40.72063, -73.924083 40.720708, -73.924114 40.72075, -73.924169 40.720806, -73.924208 40.720849, -73.924227 40.720887, -73.924229 40.720913, -73.924221 40.720946, -73.924217 40.720959, -73.924208 40.720994, -73.924212 40.72103, -73.924189 40.721053, -73.924173 40.721115, -73.924171 40.721208, -73.924204 40.721286, -73.924222 40.721324, -73.924238 40.721414, -73.924254 40.721443, -73.924313 40.721488, -73.924328 40.7215, -73.924377 40.721548, -73.92444 40.72159, -73.924524 40.721662, -73.924561 40.721719, -73.92458 40.721784, -73.924647 40.721843, -73.924712 40.721875, -73.924796 40.721899, -73.924854 40.721921, -73.924944 40.721999, -73.924992 40.722075, -73.925057 40.722163, -73.925121 40.722246, -73.925154 40.72232, -73.925135 40.722378, -73.925105 40.72243, -73.925069 40.722495, -73.925036 40.722555, -73.925007 40.722607, -73.924985 40.722646, -73.924954 40.722704, -73.924926 40.722763, -73.924894 40.722824, -73.92486 40.722896, -73.92482 40.722965, -73.92477 40.723031, -73.924721 40.723117, -73.924699 40.723165, -73.924672 40.723228, -73.924637 40.723335, -73.924616 40.723391, -73.924564 40.723481, -73.924517 40.723552, -73.924903 40.724507, -73.925065 40.724595, -73.92517 40.724653, -73.925301 40.724733, -73.925378 40.724788, -73.925488 40.724863, -73.925688 40.725018, -73.926228 40.725424, -73.926557 40.725669, -73.926573 40.725686, -73.92662 40.725739, -73.926926 40.726072, -73.927088 40.726248, -73.927138 40.726302, -73.927234 40.726412, -73.927217 40.726461, -73.927743 40.726914, -73.927853 40.726999, -73.92811 40.727261, -73.928283 40.727512, -73.928557 40.727845, -73.928538 40.727882, -73.928618 40.727937, -73.928655 40.727891, -73.928745 40.727955, -73.92874800751773 40.72795712796065, -73.928307 40.72834, -73.922211 40.726492, -73.918364 40.725931))",0,
690,047,014000,36047014000,"POLYGON ((-74.022933 40.619502, -74.020686 40.621835, -74.019705 40.622185, -74.019075 40.623615, -74.016406 40.622014, -74.018152 40.620336, -74.020526 40.618058, -74.021216 40.618472, -74.022933 40.619502))",107,5.2
691,081,041500,36081041500,"POLYGON ((-73.860262 40.747069, -73.857323 40.747922, -73.854421 40.748805, -73.85326 40.746834, -73.852918 40.746171, -73.858874 40.744395, -73.859081 40.744783, -73.85956 40.745724, -73.860262 40.747069))",139,2.9
692,081,009700,36081009700,"POLYGON ((-73.921395 40.778454, -73.920127 40.779489, -73.917985 40.777978, -73.917301 40.777471, -73.91592 40.77652, -73.914548 40.775548, -73.917077 40.773475, -73.918455 40.774449, -73.919827 40.775416, -73.922649 40.777423, -73.921395 40.778454))",528,13.2
693,047,057400,36047057400,"POLYGON ((-73.946096 40.60227, -73.945169 40.602369, -73.94562 40.604759, -73.943766 40.604961, -73.943316 40.602575, -73.942889 40.600318, -73.942484 40.598201, -73.945265 40.597894, -73.946096 40.60227))",128,4.3
694,005,035000,36005035000,"POLYGON ((-73.85006 40.865736, -73.850003 40.867575, -73.849961 40.869392, -73.849927 40.871329, -73.848914 40.871566, -73.848597 40.87167, -73.846408 40.870555, -73.84609 40.87039, -73.845173 40.869915, -73.846143 40.868795, -73.847198 40.867555, -73.847185 40.865283, -73.849525 40.865322, -73.850084 40.865335, -73.85006 40.865736))",147,6.7
695,081,046400,36081046400,"POLYGON ((-73.790708 40.719269, -73.78975 40.719271, -73.78864 40.719306, -73.78499 40.719972, -73.785053 40.719584, -73.784346 40.719676, -73.783798 40.717918, -73.783141 40.716434, -73.785019 40.716159, -73.786621 40.715325, -73.787288 40.714655, -73.787448 40.71368, -73.789405 40.713418, -73.789264 40.714704, -73.788785 40.715258, -73.788417 40.715763, -73.788356 40.716137, -73.788349 40.716516, -73.788412 40.716894, -73.788546 40.717259, -73.787892 40.717705, -73.788841 40.718736, -73.790896 40.718876, -73.790708 40.719269))",86,4.0
696,047,043900,36047043900,"POLYGON ((-73.914061 40.698838, -73.911422 40.701487, -73.910679 40.701046, -73.911808 40.699938, -73.911036 40.699532, -73.908774 40.698255, -73.908022 40.697825, -73.906117 40.69675, -73.90426 40.6957, -73.9058 40.694128, -73.906545 40.69456, -73.908047 40.695417, -73.908799 40.695845, -73.909551 40.696271, -73.911049 40.697126, -73.911806 40.697554, -73.912556 40.697982, -73.914061 40.698838))",38,1.0
697,005,019400,36005019400,"POLYGON ((-73.839332 40.833554, -73.839323 40.835768, -73.839604 40.838275, -73.839364 40.840878, -73.83763 40.840293, -73.837301 40.840019, -73.835007 40.838107, -73.833806 40.836643, -73.83224 40.83527, -73.829233 40.834449, -73.828356 40.833284, -73.828189 40.832951, -73.83191 40.830645, -73.833607 40.829582, -73.8363 40.828369, -73.836838 40.828464, -73.837575 40.828972, -73.842385 40.828688, -73.84236445295531 40.8287927496396, -73.842346 40.828795, -73.842308 40.828799, -73.842314 40.828923, -73.84231129306019 40.82906376086956, -73.842028 40.830508, -73.841915 40.83081, -73.842279 40.831267, -73.839332 40.833554))",64,3.0
698,005,022403,36005022403,"POLYGON ((-73.867645 40.856624, -73.867588 40.85783, -73.866583 40.857856, -73.864671 40.857906, -73.861791 40.857983, -73.86192 40.856783, -73.8638 40.856717, -73.864741 40.856691, -73.864814 40.854443, -73.865753 40.85446, -73.866694 40.854477, -73.867703 40.854493, -73.867645 40.856624))",355,11.6
699,047,033000,36047033000,"POLYGON ((-73.990504 40.578358, -73.992638 40.578118, -73.995809 40.577759, -73.998992 40.577383, -74.000034 40.577245, -74.001105 40.577121, -74.003223 40.576887, -74.003485 40.578262, -74.003608 40.578901, -74.003924 40.580598, -74.00396464807649 40.58185606138034, -74.003935 40.581852, -74.003589 40.581804, -74.003217 40.581718, -74.002877 40.581648, -74.000904 40.581499, -74.000788 40.581492, -73.999622 40.581424, -73.999362 40.581506, -73.999143 40.581574, -73.998687 40.581646, -73.998296 40.581661, -73.997937 40.581642, -73.997743 40.58158, -73.997604 40.581402, -73.99764 40.581226, -73.997855 40.580825, -73.997621 40.580554, -73.996844 40.580382, -73.996036 40.580299, -73.994343 40.579811, -73.993011 40.579518, -73.992557 40.579433, -73.991751 40.579274, -73.991174 40.579323, -73.990697 40.579318, -73.990679 40.58006, -73.990504 40.578358))",269,5.4
700,081,020600,36081020600,"POLYGON ((-73.812084 40.695303, -73.808243 40.696393, -73.806645 40.695452, -73.804891 40.695852, -73.806243 40.694741, -73.808902 40.692564, -73.810749 40.691917, -73.811897 40.693962, -73.812084 40.695303))",97,5.6
701,061,011201,36061011201,"POLYGON ((-73.977196 40.764324, -73.976703 40.764996, -73.976234 40.765675, -73.973015 40.764279, -73.974457 40.762293, -73.977686 40.763645, -73.977196 40.764324))",49,5.3
702,061,020800,36061020800,"POLYGON ((-73.944083 40.809693, -73.943172 40.810942, -73.942249 40.812201, -73.939018 40.810856, -73.939949 40.809582, -73.940861 40.808334, -73.941771 40.807089, -73.944994 40.808446, -73.944083 40.809693))",298,5.2
703,005,037200,36005037200,"POLYGON ((-73.865294 40.873335, -73.864975 40.87493, -73.86462 40.876804, -73.86213 40.876011, -73.860512 40.875494, -73.861135 40.874477, -73.861321 40.873123, -73.861379 40.871336, -73.863332 40.871375, -73.864266 40.871389, -73.865209 40.871407, -73.866297 40.873212, -73.865294 40.873335))",142,6.6
704,047,003400,36047003400,"POLYGON ((-74.03367039238647 40.64407241142016, -74.033421 40.643924, -74.033337 40.643873, -74.032866 40.643587, -74.032644 40.6438, -74.02906 40.641727, -74.029079 40.641274, -74.029095 40.640811, -74.030322 40.639647, -74.030606 40.638963, -74.030891 40.638279, -74.031268 40.637357, -74.031826 40.635993, -74.032037 40.635475, -74.032317 40.634791, -74.037245 40.635985, -74.0383196148091 40.63597396974714, -74.03714 40.638288, -74.036725 40.639141, -74.036761 40.639189, -74.036731 40.639238, -74.036682 40.639325, -74.03661 40.639428, -74.036549 40.639525, -74.036477 40.63965, -74.036433 40.639723, -74.036395 40.639785, -74.036306 40.639929, -74.036223 40.640064, -74.036137 40.640187, -74.036074 40.640265, -74.03602 40.64035, -74.035983 40.640396, -74.035949 40.640435, -74.035865 40.640534, -74.035807 40.640584, -74.035758 40.64063, -74.035762 40.640663, -74.035787 40.640707, -74.035847 40.640782, -74.0358591079137 40.64078933812951, -74.03367039238647 40.64407241142016))",377,10.5
705,081,049301,36081049301,"POLYGON ((-73.896029 40.735018, -73.895101 40.735021, -73.893235 40.734561, -73.892326 40.73447, -73.89175 40.734485, -73.892063 40.733965, -73.892334 40.731159, -73.893869 40.731147, -73.893693 40.729208, -73.895589 40.728965, -73.895799 40.731505, -73.895959 40.733532, -73.896017 40.734256, -73.896029 40.735018))",176,7.1
706,081,050202,36081050202,"POLYGON ((-73.762549 40.710916, -73.758102 40.712005, -73.757182 40.712213, -73.756037 40.709456, -73.758718 40.708811, -73.761406 40.708163, -73.762549 40.710916))",29,2.2
707,047,117602,36047117602,"POLYGON ((-73.876681 40.688088, -73.874054 40.689299, -73.873222 40.686939, -73.872739 40.68541, -73.872187 40.683649, -73.874105 40.683104, -73.874566 40.684955, -73.875831 40.684639, -73.876681 40.688088))",235,8.4
708,005,022701,36005022701,"POLYGON ((-73.914199 40.845115, -73.912364 40.847683, -73.911973 40.84823, -73.91168 40.848639, -73.910674 40.848438, -73.909749 40.848256, -73.908582 40.848023, -73.907487 40.847804, -73.908632 40.846965, -73.909462 40.846401, -73.910743 40.845459, -73.911143 40.845063, -73.912001 40.845087, -73.913192 40.845116, -73.914199 40.845115))",360,7.5
709,081,017000,36081017000,"POLYGON ((-73.817811 40.683495, -73.816335 40.683918, -73.815619 40.684121, -73.813592 40.68471, -73.812437 40.685287, -73.811645 40.685656, -73.810025 40.68636, -73.808017 40.68706, -73.806748 40.684683, -73.811528 40.683292, -73.816943 40.681758, -73.817811 40.683495))",78,2.9
710,085,027706,36085027706,"POLYGON ((-74.165787 40.590708, -74.163317 40.592508, -74.16228 40.593663, -74.1619 40.595299, -74.159892 40.59517, -74.156366 40.593197, -74.159194 40.590152, -74.161265 40.588077, -74.16299 40.5863, -74.167614 40.588927, -74.165787 40.590708))",315,8.7
711,047,019700,36047019700,"POLYGON ((-73.970131 40.689506, -73.969103 40.689468, -73.968078 40.689452, -73.967115 40.689561, -73.966135 40.689673, -73.965188 40.689782, -73.96481 40.688326, -73.962836 40.688555, -73.962547 40.687089, -73.963509 40.686977, -73.965525 40.686744, -73.967493 40.686518, -73.96949 40.686288, -73.969783 40.687752, -73.970131 40.689506))",348,9.3
712,047,025800,36047025800,"POLYGON ((-73.990434 40.615571, -73.989851 40.61613, -73.987651 40.6148, -73.98545 40.61347, -73.983222 40.612122, -73.983351 40.611992, -73.984162 40.611218, -73.984963 40.610448, -73.987195 40.611792, -73.989397 40.613123, -73.991598 40.614452, -73.990434 40.615571))",379,7.8
713,081,010800,36081010800,"POLYGON ((-73.833104 40.690828, -73.830526 40.691431, -73.829336 40.689004, -73.828511 40.689239, -73.82753 40.687239, -73.829182 40.686771, -73.831723 40.686051, -73.832743 40.688042, -73.831852 40.688293, -73.833104 40.690828))",105,3.1
714,005,011900,36005011900,"POLYGON ((-73.892005 40.824723, -73.89139 40.824941, -73.890586 40.825082, -73.88965 40.825136, -73.888711 40.825181, -73.886613 40.825329, -73.887074 40.823307, -73.88797 40.82226, -73.889301 40.821432, -73.889646 40.821205, -73.890824 40.820307, -73.891615 40.820985, -73.892005 40.824723))",491,7.9
715,081,097204,36081097204,"POLYGON ((-73.789133 40.594044, -73.787044 40.594911, -73.786265 40.594955, -73.784545 40.595076, -73.783612 40.595145, -73.781836 40.595267, -73.779036 40.595444, -73.774771 40.595735, -73.77387 40.595772, -73.773675 40.593893, -73.772713 40.593321, -73.785062 40.5922, -73.788996 40.592411, -73.789133 40.594044))",168,4.1
716,081,052500,36081052500,"POLYGON ((-73.911321 40.719624, -73.908304 40.72046, -73.904918 40.720525, -73.904782 40.720609, -73.904096 40.721031, -73.902617 40.718618, -73.902101 40.717996, -73.903972 40.717721, -73.90639 40.717364, -73.90966 40.717793, -73.911321 40.719624))",168,6.3
717,047,031402,36047031402,"MULTIPOLYGON (((-73.988237 40.579704, -73.988856 40.579992, -73.9890118752394 40.58012976525308, -73.988237 40.579704)), ((-73.998252 40.585312, -73.992523 40.587984, -73.991757 40.586728, -73.98915 40.58467, -73.988358 40.583475, -73.989545 40.581933, -73.990006 40.580676, -73.990422 40.580851, -73.990835 40.580894, -73.991284 40.580982, -73.991648 40.581076, -73.991734 40.581202, -73.991684 40.581469, -73.99192 40.581479, -73.991983 40.581543, -73.991954 40.58165, -73.991857 40.581771, -73.991695 40.581893, -73.99164 40.582101, -73.991534 40.582312, -73.991399 40.582534, -73.991298 40.582736, -73.991185 40.582855, -73.991062 40.583063, -73.990973 40.58326, -73.99091 40.583387, -73.990698 40.583651, -73.990573 40.583843, -73.990337 40.584208, -73.990359 40.584331, -73.990325 40.584601, -73.990518 40.584484, -73.990646 40.584366, -73.99085 40.584294, -73.991075 40.584271, -73.99123 40.584215, -73.991491 40.58406, -73.991849 40.58395, -73.992199 40.583763, -73.992841 40.583502, -73.992934 40.58336, -73.993084 40.58336, -73.993144 40.583286, -73.993269 40.583235, -73.993454 40.583105, -73.993772 40.582963, -73.994048 40.582811, -73.994454 40.582665, -73.994754 40.582596, -73.994908 40.582468, -73.995155 40.582417, -73.99533 40.582319, -73.995505 40.582226, -73.995625 40.582166, -73.996003 40.582122, -73.996247 40.582162, -73.996743 40.582238, -73.99743 40.58241, -73.997828 40.582579, -73.998268 40.582665, -73.998921 40.582779, -74.000304 40.583094, -74.000394 40.583224, -74.000351 40.583404, -74.000375 40.58357, -74.000387 40.583734, -74.000435 40.583933, -74.000356 40.584166, -74.000158 40.584304, -73.999909 40.584566, -73.999756 40.584617, -73.9995 40.584719, -73.99943884493291 40.584777669088744, -73.998252 40.585312)), ((-73.990006 40.580676, -73.98916412893708 40.58021342302252, -73.98936 40.580238, -73.989535 40.580417, -73.989568 40.580435, -73.989758 40.580499, -73.990006 40.580676)))",0,
718,047,000700,36047000700,"POLYGON ((-74.00063252735555 40.69508027622874, -74.000534 40.695046, -74.00045023428946 40.695017643514326, -74.000025 40.694097, -73.997609 40.693601, -73.996716 40.693439, -73.99508 40.693147, -73.993103 40.692846, -73.993736 40.691535, -73.994361 40.690239, -73.996233 40.690758, -73.997793 40.691188, -74.000495 40.691938, -74.001744 40.692407, -74.001277 40.693298, -74.001194 40.693484, -74.000959 40.694069, -74.00099403260222 40.69408054068797, -74.00063252735555 40.69508027622874))",346,8.6
719,081,036700,36081036700,"POLYGON ((-73.871773 40.764625, -73.869846 40.764827, -73.868982 40.764913, -73.867492 40.765688, -73.866323 40.76448, -73.863496 40.761558, -73.864335 40.761143, -73.868255 40.761806, -73.871355 40.762332, -73.871773 40.764625))",131,6.1
720,047,007200,36047007200,"POLYGON ((-74.021165 40.641417, -74.020966 40.641651, -74.020857 40.641435, -74.020212 40.641981, -74.018422 40.640846, -74.019024 40.640264, -74.019608 40.639704, -74.02019 40.639145, -74.021087 40.638262, -74.021774 40.64041, -74.021165 40.641417))",37,2.0
